«term∃!_,_»
Equiv.mk.inj
Tactic.NormCast.Attr.normCast
List.mem_cons_eq
Float.tanh
non_contradictory_intro
Option.guard_eq_some
rfl.proof_1
ByteArray.foldlM.loop
Prod.map_map
Nat.zero_eq
Mathlib.Tactic.Sat.LClause
Function.«term↿_»
instDecidableIff.proof_3
gt_of_gt_of_ge
Int.coe_nat_sub
MulZeroOneClass.toMulOneClass
of_heq_true
List.toChunksAux
UInt16
Function.comp_right
Mathlib.ExtendedBinder.«binderTerm≥_»
Int.toNat
Nat.mul_comm
Nat.gcd_mul_gcd_of_coprime_of_mul_eq_mul
instAddCommSemigroupFin.proof_1
UInt64.decEq
Int.add_right_neg
Int.sub_lt_of_sub_lt
List.findIdx
UInt16.instSemiringUInt16.proof_5
Int.mul_zero
Bool.not_true
Sat.Fmla.refute
Array.sizeOf_lt_of_mem
Nat.succ_add_eq_succ_add
Function.injective.of_comp_iff'
Classical.byCases
Array.isEqvAux.proof_3
Or.imp_right
false_iff_true
Function.injective.ne_iff'
List.card_remove_of_mem
Nat.instTransNatLeInstLENat.proof_1
USize.neg_def
xor_false
List.extractp
InvImage.wf.proof_1
withPtrAddrUnsafe
Or.neg_resolve_right
instShiftLeftUInt64
UInt32.instRingUInt32.proof_6
instDecidableEqNat
Nat.instCommSemiringNat
CoeFun.noConfusionType
List.ball_nil
UnionFind.link.proof_3
List.findSome?
Array.foldrM.proof_1
Sat.Literal.ofInt
Nat.add_sub_of_le
Complement.mk
Int.neg_mul_comm
UFNode.value
instShiftLeftUInt16
Iff.rfl
UInt64.instSemiringUInt64.proof_1
instOfNat
ExceptCpsT.run_bind_throw
UInt8.isDigit
Mathlib.Tactic.Lint.Linter.test
Bool.true_or
System.Platform.numBits_eq
decidableEq_of_decidableLe.proof_2
Nat.le_refl
emptyWf.proof_1
instOrOpUInt32
USize.instSemiringUSize.proof_15
System.FilePath.isDir
Nat.lt_iff_le_not_le
instMonadExcept
System.FilePath.fileName
Substring.drop
instReprAtomUInt16
not_lt_of_ge
Nat.succ.injEq
Tactic.NormCast.Label.squash.sizeOf_spec
NonUnitalNonAssocSemiring.toMulZeroClass
«term_=_»
EStateM.nonBacktrackable
USize.instCommRingUSize.proof_1
Preorder
List.length_removeNth
Nat.Linear.Expr.mulR.sizeOf_spec
Mathlib.ExtendedBinder.«termSatisfiesBinderPred%__»
ExceptT.instMonadExceptT
AddMonoidWithOne.toOne
instCommSemigroup
decidable_of_decidable_of_eq
Array.anyM.proof_1
Ring.gsmul
ExceptCpsT.run
List.toStringAux
Option.getD_some
CommSemigroup.mk
EStateM.instMonadExceptOfEStateM
HAnd.noConfusionType
Or.inl
LT
Substring.hasBeq
instModUInt32
List.mapTRAux
cast_eq
UInt16.size_positive
Int.add_assoc_aux1
flip
List.get?_set_eq
BinaryHeap.insertExtractMax.proof_2
DoResultSBC.break
«term_*>_»
Tactic.Ring.State.mk.injEq
eq_true
ByteArray.toUInt64BE!
Int.ofNat.injEq
Array.qsort.sort
trans_rel_left
decidableBEx.proof_2
Sat.Literal.pos
System.instCoeStringFilePath
ReprTuple.noConfusionType
instMulUInt64
Array.pop
Monoid.HPow
NonemptyType.type
System.FilePath.extSeparator
WellFounded.fixF
List.modifyNthTail_id
CommGroup.toGroup
Int.neg_lt_sub_left_of_lt_add
Nat.Linear.Poly.denote_combine
Mathlib.Prelude.Rename.renameExtension
Nat.succ_pos
Equiv.self_comp_symm
Equiv.noConfusionType
IsAddRightCancel.add_right_cancel
instMonadEST
List.lengthTRAux
fix
Int.distrib_right
LinearOrder.le_total
coeOfHeafOfTCOfTail
setOf
precArg
and_symm_right
Option.not_isSome
heq_self_iff_true
Option.mmap
Nat.sub.elim
coeOfHTCT
Iff.elim_left
List.reverseAux_reverseAux_nil
boolIfThenElse
nonempty_psum
Array.foldr
Classical.choose_spec
InvImage.accessible
precMin1
Mathlib.Prelude.Rename.elabAlign
Mathlib.Tactic.Lint.checkAllSimpTheoremInfos
Nat.cast.delaborator
or
«term_||_»
Function.uncurry
Tactic.NormCast.isCoeOf?
Array.eraseIdx'.proof_1
BinaryHeap.popMaxAux.proof_1
instAddCommMonoidFin.proof_1
not_lt
List.Chain
tacticIterate____
true_eq_false_of_false
Option.comp_map
UInt64.instSemiringUInt64.proof_5
instMonadEIO
min_eq_left_of_lt
Tactic.Ring.horner_atom
List.disjoint_iff_ne
List.sigma
exists_prop_decidable.proof_1
false_implies_iff
Mathlib.Tactic.Lint.isEqnLemma?
Ring.add_left_neg
id.def
Int.div
Float.mk.injEq
UFModel.Agrees.mk
Sub.sub
instReprUInt32
List.indexesOf
Subset
Bool.not_eq_true
instReprAtomNat
List.get?_map
Nat.sub_zero
Setoid.refl
Add
Nat.Linear.Poly.of_isZero
UInt16.instSemiringUInt16.proof_15
System.FilePath.isAbsolute
NonUnitalNonAssocSemiring.zero_mul
BEq.noConfusionType
Function.uncurry_def
Array.instDecidableEqArray.proof_1
USize.decEq.proof_2
instComplementUInt32
Function.RightInverse.comp_eq_id
Nat.prod_dvd_and_dvd_of_dvd_prod.proof_4
SizeOf
Nat.zero_lt_sub_of_lt
MonadFunctor.mk
instSizeOf
Array.mk.inj
PSigma.Lex.left
nonempty_ulift
Tactic.Ring.State.mk
List.toArray
Bool.true.sizeOf_spec
AddGroupWithOne.mk
set.piecewise
Int.sub_le_self
Nat.lcm_one_left
Int.le_sub_left_of_add_le
instInhabitedProp
Decidable.decide
instCoeHTCTNat
StateCpsT.runK_monadLift
Stream.noConfusionType
EStateM.Result
Int.le_trans
AddCommMonoid.add_comm
not_not_not
Nat.lt_eq
Function.involutive.LeftInverse
Nat.Linear.Poly.isNum?
Semiring.mul_one
Tactic.NormCast.normCastTarget
ex_of_PSigma
Except.tryCatch
MonadControlT.liftWith
Nat.eq_zero_of_mul_eq_zero
Nat.not_lt
UInt16.mod_def
EStateM.Backtrackable.save
Nat.pow_le_pow_of_le_right
Tactic.Ring.eval
Float.decLe
instDecidableForAll.proof_2
Tactic.NormCast.isNumeral?
Substring.takeRightWhile
Int.neg_le_of_neg_le
FloatArray.mk.inj
Quot.recOnSubsingleton.proof_1
Nat.add_le_to_le_sub
PartialOrder.toPreorder
Thunk.pure
Mathlib.Tactic.Sat.Clause.mk
Int.instCommRingInt.proof_8
Array.get?_push_lt
instReprSourceInfo
precLead
Option.rel.some
PSigma.SkipLeft
Int.NonNeg.elim
instDecidableEqProd.proof_1
iff_false_left
Nat.le_succ_of_pred_le
seqLeft_eq_bind
Array.ext.extAux
USize.one_def
Subtype.simps.coe
beq_self_eq_true'
List.mem_inter_iff
DoResultPRBC.continue
Nat.instLawfulBEqNatInstBEqNat.proof_1
Coe.coe
System.SearchPath.parse
Array.isEqvAux
instAddCommMonoidFin.proof_5
dbgTrace
Tactic.Ring.horner_mul_horner_zero
Function.LeftInverse.injective
Nat.sub_self_add
Nat.Linear.Poly.denote_toExpr_go
UInt8.decEq
Except.ok.sizeOf_spec
ExceptT.bind
Mod
instAndOpUInt16
Quotient.lift
Substring.nextn
MulOneClass.toMul
UInt64.val
Subtype.val
ne_of_beq_false
EStateM
Int.mul_one
Tactic.Ring.tacticRing
NonScalar.noConfusionType
Set.union
OptionT.lift
Quot.lift
Fin.checked_add_spec
Tactic.Find.findDeclsPerHead.proof_1
BinaryHeap.mkHeap.loop.proof_1
List.exists_of_length_succ
instNegFin.proof_1
List.Mem.tail
Or
Nat.coprime_self
Or.comm
List.instEmptyCollectionList
Ne.symm
instReprProd
Ne
Int.mul_nonneg_of_nonpos_of_nonpos
Random.instBoundedRandomIntToPreorderToPartialOrderInstLinearOrderInt.proof_2
UInt8.instRingUInt8.proof_6
USize.instSemigroupUSize.proof_1
FloatArray.data
Int.instCommRingInt.proof_1
HOr.mk
fix2
Int.add_lt_add_right
Nat.gcd_dvd_right
Mathlib.ExtendedBinder.«binderTerm≤_»
Decidable.imp_or_distrib
Int.eq_neg_succ_of_lt_zero
LawfulMonad.noConfusionType
Array.data
Or.symm
EStateM.run'
prioDefault
Ordering.lt
usize_size_eq
UInt64.instSemiringUInt64.proof_15
instDivUInt64
Nat.dvd_add_iff_left
List.append_subset_iff
CoeT.mk
instOrdUInt16
Quotient.recOn
Tactic.LibrarySearch.librarySearchLemmas
Nat.succ_pred_eq_of_pos
List.rotate'
FloatArray.foldlM.loop.proof_1
instReprULift
MonadFunctorT
HasEquiv.Equiv
non_contradictory_em
Nat.coprime.gcd_mul_left_cancel_right
Equiv.perm
Quot.recOn
instLawfulBEqStringInstBEqInstDecidableEqString
Quotient.inductionOn₂
List.mem_insert_iff
Semiring.toMonoidWithZero
List.map_eq_nil
Equivalence.mk
mul_left_comm
ForIn'.noConfusionType
eq_of_beq
Int.neg_add_cancel_left
imp_or_distrib
Preorder.toLE
UInt16.ofNatCore
List.tail!
Int.add_zero
And.rotate
instLawfulFunctorOptionInstFunctorOption
Substring.startPos
Tactic.NormCast.instReprCoeFnInfo
ulift.up.sizeOf_spec
Union.union
Mathlib.Tactic.Sat.LClause.mk.inj
Semigroup.toMul
instNonempty
congr
DoResultPR
List.card_insert_of_not_mem
ByteArray.foldl
instCommSemiringFin.proof_9
Fin.instXorFin
Inv
Nat.instCommSemiringNat.proof_2
Int.cast_id
or_self_right
Quotient.inductionOn₃
UInt64.instRingUInt64.proof_6
CommSemiring.noConfusionType
instCoeNatInt
Sat.Literal.pos.injEq
Nat.lt_wfRel
ForM
UnionFind.push.proof_1
List.getLast!.proof_1
coeOfHeadOfTC
Trans.trans
EStateM.Backtrackable.restore
Sum.inhabitedLeft
LawfulFunctor
instDecidableNot
System.FilePath.join
List.filterAux
Nat.ble_succ_eq_true
PSigma
fixCore1
Option.map_eq_some
instInhabitedUInt16
List.mem_erase_of_ne
List.mapIdxM
Mathlib.Tactic.Lint.isConditionalHyps
decidableBEx.proof_3
Int.negSucc_ofNat_mul_negOfNat
List.Perm.subset
Bool.not_eq_false
NonUnitalNonAssocSemiring.toOne
Xor.xor
Task.Priority.max
Nat.exists_eq_succ_of_ne_zero
List.mapIdx
LawfulApplicative.noConfusionType
List.tail_eq_of_cons_eq
Int.instCommRingInt.proof_5
List.foldlIdx
Function.involutive.ite_not
UInt16.instRingUInt16.proof_2
instAddNat
Int.add_comm
Set.inter
instPowNat
MonadControl.restoreM
Option.join_eq_some
DecidableRel
Subrelation.accessible.proof_1
NonUnitalNonAssocSemiring.toDistrib
Nat.mul_left_comm
List.eq_nil_of_subset_nil
UInt64.mul_def
PSum.inr.sizeOf_spec
Int.eq_ofNat_of_zero_le
Tactic.NormCast.instInhabitedCoeFnInfo
floatDecLt
instMonadReader
ExceptT.run_throw
List.length_append
Fin.instShiftLeftFin
Nonempty.forall
one_mul
Sat.Fmla.one
List.Perm
instTransGeToLEGtToLT
instAddMonoidWithOneFin
Quotient
instInhabitedBool
Array.mapM
Task.bind
Int.mul_sub
Array.foldlM.loop.proof_1
Int.quot
SubNegMonoid.gsmul_zero'
WellFounded.intro
Monoid.toSemigroup
UFNode.mk.sizeOf_spec
Nat.dvd_iff_mod_eq_zero
«stx_*»
instSubFloat
instLawfulMonadStateRefT'InstMonadStateRefT'
exacts
UnionFind.union.proof_2
instCommSemiringFin.proof_10
Option.decidable_forall_mem
Tactic.Ring.horner_add_horner_lt
Int.le_sub_one_of_lt
cast
UInt64.decEq.proof_2
Mathlib.Tactic.Sat.buildReify.reifyFmla
Quot.indep
Function.apply_update
instCommSemiringFin.proof_12
Array.sequenceMap
Seq.noConfusionType
Array.findSome!
Mathlib.Tactic.Sat.buildClause
Fin.ofNat'_zero
Int.add_le_add_left
IsAddRightCancel.noConfusionType
Pow.mk
USize.instSemiringUSize.proof_6
Nat.exists_coprime'
self_eq_add_right
Nat.Linear.PolyCnstr.denote
Int.negSucc_ofNat_add_ofNat
BinaryHeap.increaseKey
List.indexOf
instSubsingleton
Substring.trim
Nat.gcd_gcd_self_left_left
CommRing.mk
Sat.Valuation.neg
instCommRingFin.proof_4
AndThen
Mathlib.Prelude.Rename.getRenameMap
instToStringUInt32
Coe.noConfusionType
Nat.Linear.Expr.of_cancel_le
NonAssocSemiring.mul_one
instReprAtomUInt32
Classical.inhabited_of_exists.proof_1
Iff
EStateM.Result.ok
Option.map_none
Nat.one_mul
Prod.map_snd'
Fin.mk
BinaryHeap.replaceMax.proof_2
Nat.div_self
HMul
Int.sign_eq_neg_one_of_neg
Tactic.Ring.HornerExpr.const.inj
instMonadReaderOfReaderT
MulZeroOneClass
Mathlib.Tactic.Lint.LintVerbosity
ByteArray.set
NonUnitalNonAssocSemiring.right_distrib
Tactic.NormCast.tacticAssumption_mod_cast
Membership
UInt64.zero_def
instDecidableForAll.proof_3
TC.below
Decidable.le_iff_lt_or_eq
